ocupacion,nombre,apellido,fecha_nacimiento,correo,dni,id,telefono,fecha_creacion,imagen,tipo
"Estudiante","Nombre18","Apellido18","1995-01-01T03:00:00.000Z","usuario18@gmail.com","30000018","39","1158721111","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre19","Apellido19","1995-01-01T03:00:00.000Z","usuario19@gmail.com","30000019","40","1118899543","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre20","Apellido20","1995-01-01T03:00:00.000Z","usuario20@gmail.com","30000020","41","1125904810","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre21","Apellido21","1995-01-01T03:00:00.000Z","usuario21@gmail.com","30000021","42","1144546576","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre22","Apellido22","1995-01-01T03:00:00.000Z","usuario22@gmail.com","30000022","43","1110483820","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre23","Apellido23","1995-01-01T03:00:00.000Z","usuario23@gmail.com","30000023","44","1116302477","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre24","Apellido24","1995-01-01T03:00:00.000Z","usuario24@gmail.com","30000024","45","1165645682","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre25","Apellido25","1995-01-01T03:00:00.000Z","usuario25@gmail.com","30000025","46","1185592614","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre26","Apellido26","1995-01-01T03:00:00.000Z","usuario26@gmail.com","30000026","47","1177868401","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre27","Apellido27","1995-01-01T03:00:00.000Z","usuario27@gmail.com","30000027","48","1165291502","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre28","Apellido28","1995-01-01T03:00:00.000Z","usuario28@gmail.com","30000028","49","1174188232","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre29","Apellido29","1995-01-01T03:00:00.000Z","usuario29@gmail.com","30000029","50","1147403514","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre30","Apellido30","1995-01-01T03:00:00.000Z","usuario30@gmail.com","30000030","51","1147324201","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre31","Apellido31","1995-01-01T03:00:00.000Z","usuario31@gmail.com","30000031","52","1118127780","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre32","Apellido32","1995-01-01T03:00:00.000Z","usuario32@gmail.com","30000032","53","1140873976","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre33","Apellido33","1995-01-01T03:00:00.000Z","usuario33@gmail.com","30000033","54","1174264847","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre34","Apellido34","1995-01-01T03:00:00.000Z","usuario34@gmail.com","30000034","55","1173300769","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre35","Apellido35","1995-01-01T03:00:00.000Z","usuario35@gmail.com","30000035","56","1111098750","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre36","Apellido36","1995-01-01T03:00:00.000Z","usuario36@gmail.com","30000036","57","1140406635","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre37","Apellido37","1995-01-01T03:00:00.000Z","usuario37@gmail.com","30000037","58","1122803100","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre38","Apellido38","1995-01-01T03:00:00.000Z","usuario38@gmail.com","30000038","59","1154489501","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre39","Apellido39","1995-01-01T03:00:00.000Z","usuario39@gmail.com","30000039","60","1196532672","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre40","Apellido40","1995-01-01T03:00:00.000Z","usuario40@gmail.com","30000040","61","1157412980","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre41","Apellido41","1995-01-01T03:00:00.000Z","usuario41@gmail.com","30000041","62","1130955308","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre42","Apellido42","1995-01-01T03:00:00.000Z","usuario42@gmail.com","30000042","63","1111675229","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre43","Apellido43","1995-01-01T03:00:00.000Z","usuario43@gmail.com","30000043","64","1172498190","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre44","Apellido44","1995-01-01T03:00:00.000Z","usuario44@gmail.com","30000044","65","1135319516","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre45","Apellido45","1995-01-01T03:00:00.000Z","usuario45@gmail.com","30000045","66","1185517468","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre46","Apellido46","1995-01-01T03:00:00.000Z","usuario46@gmail.com","30000046","67","1164536251","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre47","Apellido47","1995-01-01T03:00:00.000Z","usuario47@gmail.com","30000047","68","1173364816","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre48","Apellido48","1995-01-01T03:00:00.000Z","usuario48@gmail.com","30000048","69","1130943364","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre49","Apellido49","1995-01-01T03:00:00.000Z","usuario49@gmail.com","30000049","70","1159197485","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre50","Apellido50","1995-01-01T03:00:00.000Z","usuario50@gmail.com","30000050","71","1162281855","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre51","Apellido51","1995-01-01T03:00:00.000Z","usuario51@gmail.com","30000051","72","1191571018","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre52","Apellido52","1995-01-01T03:00:00.000Z","usuario52@gmail.com","30000052","73","1125392342","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre53","Apellido53","1995-01-01T03:00:00.000Z","usuario53@gmail.com","30000053","74","1137554779","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre54","Apellido54","1995-01-01T03:00:00.000Z","usuario54@gmail.com","30000054","75","1160484633","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre55","Apellido55","1995-01-01T03:00:00.000Z","usuario55@gmail.com","30000055","76","1183520819","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre56","Apellido56","1995-01-01T03:00:00.000Z","usuario56@gmail.com","30000056","77","1140656361","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre57","Apellido57","1995-01-01T03:00:00.000Z","usuario57@gmail.com","30000057","78","1116323764","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre58","Apellido58","1995-01-01T03:00:00.000Z","usuario58@gmail.com","30000058","79","1194770182","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre59","Apellido59","1995-01-01T03:00:00.000Z","usuario59@gmail.com","30000059","80","1197614605","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre60","Apellido60","1995-01-01T03:00:00.000Z","usuario60@gmail.com","30000060","81","1184394445","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre61","Apellido61","1995-01-01T03:00:00.000Z","usuario61@gmail.com","30000061","82","1160307454","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre62","Apellido62","1995-01-01T03:00:00.000Z","usuario62@gmail.com","30000062","83","1132681457","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre63","Apellido63","1995-01-01T03:00:00.000Z","usuario63@gmail.com","30000063","84","1166175094","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre64","Apellido64","1995-01-01T03:00:00.000Z","usuario64@gmail.com","30000064","85","1151210818","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre65","Apellido65","1995-01-01T03:00:00.000Z","usuario65@gmail.com","30000065","86","1186625985","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre66","Apellido66","1995-01-01T03:00:00.000Z","usuario66@gmail.com","30000066","87","1151635489","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre67","Apellido67","1995-01-01T03:00:00.000Z","usuario67@gmail.com","30000067","88","1177098817","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre68","Apellido68","1995-01-01T03:00:00.000Z","usuario68@gmail.com","30000068","89","1112794076","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre69","Apellido69","1995-01-01T03:00:00.000Z","usuario69@gmail.com","30000069","90","1131451487","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre70","Apellido70","1995-01-01T03:00:00.000Z","usuario70@gmail.com","30000070","91","1153995172","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre71","Apellido71","1995-01-01T03:00:00.000Z","usuario71@gmail.com","30000071","92","1187870295","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre72","Apellido72","1995-01-01T03:00:00.000Z","usuario72@gmail.com","30000072","93","1184700770","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre73","Apellido73","1995-01-01T03:00:00.000Z","usuario73@gmail.com","30000073","94","1195202879","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre74","Apellido74","1995-01-01T03:00:00.000Z","usuario74@gmail.com","30000074","95","1198684986","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre75","Apellido75","1995-01-01T03:00:00.000Z","usuario75@gmail.com","30000075","96","1189448650","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre76","Apellido76","1995-01-01T03:00:00.000Z","usuario76@gmail.com","30000076","97","1161267276","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre77","Apellido77","1995-01-01T03:00:00.000Z","usuario77@gmail.com","30000077","98","1118889402","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre78","Apellido78","1995-01-01T03:00:00.000Z","usuario78@gmail.com","30000078","99","1175596524","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre79","Apellido79","1995-01-01T03:00:00.000Z","usuario79@gmail.com","30000079","100","1187018113","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre80","Apellido80","1995-01-01T03:00:00.000Z","usuario80@gmail.com","30000080","101","1150990667","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre81","Apellido81","1995-01-01T03:00:00.000Z","usuario81@gmail.com","30000081","102","1140372444","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre82","Apellido82","1995-01-01T03:00:00.000Z","usuario82@gmail.com","30000082","103","1197417674","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre83","Apellido83","1995-01-01T03:00:00.000Z","usuario83@gmail.com","30000083","104","1154510838","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre84","Apellido84","1995-01-01T03:00:00.000Z","usuario84@gmail.com","30000084","105","1176412162","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre85","Apellido85","1995-01-01T03:00:00.000Z","usuario85@gmail.com","30000085","106","1114175467","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre86","Apellido86","1995-01-01T03:00:00.000Z","usuario86@gmail.com","30000086","107","1185701512","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre87","Apellido87","1995-01-01T03:00:00.000Z","usuario87@gmail.com","30000087","108","1176128987","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre88","Apellido88","1995-01-01T03:00:00.000Z","usuario88@gmail.com","30000088","109","1158643532","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre89","Apellido89","1995-01-01T03:00:00.000Z","usuario89@gmail.com","30000089","110","1167869062","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre90","Apellido90","1995-01-01T03:00:00.000Z","usuario90@gmail.com","30000090","111","1163234292","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre91","Apellido91","1995-01-01T03:00:00.000Z","usuario91@gmail.com","30000091","112","1150951412","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre92","Apellido92","1995-01-01T03:00:00.000Z","usuario92@gmail.com","30000092","113","1189290368","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre93","Apellido93","1995-01-01T03:00:00.000Z","usuario93@gmail.com","30000093","114","1166640360","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre94","Apellido94","1995-01-01T03:00:00.000Z","usuario94@gmail.com","30000094","115","1167143903","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre95","Apellido95","1995-01-01T03:00:00.000Z","usuario95@gmail.com","30000095","116","1171181216","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre96","Apellido96","1995-01-01T03:00:00.000Z","usuario96@gmail.com","30000096","117","1165620802","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre97","Apellido97","1995-01-01T03:00:00.000Z","usuario97@gmail.com","30000097","118","1124372135","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre98","Apellido98","1995-01-01T03:00:00.000Z","usuario98@gmail.com","30000098","119","1137433601","2025-07-06T12:32:14.000Z","","alumno"
"Empleado","Nombre99","Apellido99","1995-01-01T03:00:00.000Z","usuario99@gmail.com","30000099","120","1177424799","2025-07-06T12:32:14.000Z","","alumno"
"Estudiante","Nombre100","Apellido100","1995-01-01T03:00:00.000Z","usuario100@gmail.com","30000100","121","1175120475","2025-07-06T12:32:14.000Z","","alumno"
"Profesor","Franco","Mazila","1994-11-17T03:00:00.000Z","Franquito@gmail.com","43066506","17","3644578844","2025-07-05T22:59:40.000Z","","personal"
"Obrero","Francisco","Manteca","2000-01-17T03:00:00.000Z","Francisco@gmail.com","24066521","21","3644154711","2025-07-05T22:49:28.000Z","","alumno"
"Estudiante","Juan","Pérez","1990-01-01T02:00:00.000Z","Alumno2@gmail.com","32312878","20","123456789","2025-07-03T23:27:30.000Z","","alumno"
"Estudiante","Juan","Pérez","1990-01-01T02:00:00.000Z","Alumno@gmail.com","33382978","19","123456789","2025-06-29T21:35:12.000Z","uploads\perfil\1751778800340-9942fe5c4eb502a5825ccedd1fa4a42d.jpg","alumno"
"Profesor","Juan Editado","Perez Editado","1985-06-26T03:00:00.000Z","profesor@gmail.com","43066524","15","3644554477","2025-06-27T22:02:17.000Z","uploads\perfil\1751838123293-9942fe5c4eb502a5825ccedd1fa4a42d.jpg","personal"
"Profesor","x","y","1985-06-12T03:00:00.000Z","franco@outlook.com.ar","43066508","14","","2025-06-25T00:28:02.000Z","","personal"
"Administrador","Franco Nahuel N","Makula","1985-06-12T03:00:00.000Z","franco-makula@outlook.com.ar","43066507","13","3644578855","2025-06-24T23:28:09.000Z","uploads\perfil\1751777845087-9942fe5c4eb502a5825ccedd1fa4a42d.jpg","personal"
"Limpieza","Juancho","Martinez","2025-06-06T03:00:00.000Z","Juancho123@gmail.com","12312323","11","12312323","2025-06-04T20:50:41.000Z","","personal"
"Personal de limpieza","000Juancho","Jorjito el bonito","2025-05-14T03:00:00.000Z","121233juanchito@gmail.com","123123123","6","364454342234","2025-05-28T22:31:42.000Z","","personal"
"Personal de limpieza","Juancho","Perez","2025-05-07T03:00:00.000Z","juanchito12@gmail.com","3232","5","364454342234","2025-05-28T22:04:04.000Z","","personal"
"Estudiante","Juan","Pérez","1990-01-01T02:00:00.000Z","as143jua1n111.perez@email.com","33389978","18","123456789","2025-05-28T19:04:12.000Z","","alumno"
"Estudiante","Juan","Pérez","1990-01-01T02:00:00.000Z","as144jua1n111.perez@email.com","32389978","17","123456789","2025-05-28T19:04:07.000Z","","alumno"
"Estudiante","Juan","Pérez","1990-01-01T02:00:00.000Z","as111jua1n111.perez@email.com","31389978","16","123456789","2025-05-28T19:04:01.000Z","","alumno"
"Estudiante","Juan","Pérez","1990-01-01T02:00:00.000Z","asd11jua1n111.perez@email.com","21389978","15","123456789","2025-05-28T19:03:54.000Z","","alumno"
"Estudiante","Juan","Pérez","1990-01-01T02:00:00.000Z","asd1jua1n111.perez@email.com","11389978","14","123456789","2025-05-28T19:03:50.000Z","","alumno"
"Estudiante","Juan","Pérez","1990-01-01T02:00:00.000Z","asdjua1n111.perez@email.com","91389978","13","123456789","2025-05-28T19:03:45.000Z","","alumno"
"aadsasd","Juancho","Perez","2025-05-16T03:00:00.000Z","juanch2ito@gmail.com","34543334","4","364454342234","2025-05-27T00:44:13.000Z","","personal"
"adsads","Juanchito","Perezcito","2025-04-30T03:00:00.000Z","juanchito@gmail.com","34543234","3","364454342234","2025-05-27T00:30:06.000Z","","personal"
"Profesor","Carlos","Gómez","1985-06-12T03:00:00.000Z","carlos1223321.gomez@ejemplo.com","30544262","2","","2025-05-26T19:29:02.000Z","","personal"
"Profesor","Carlos","Gómez","1985-06-12T03:00:00.000Z","carlos122321.gomez@ejemplo.com","30544222","1","","2025-05-26T19:28:48.000Z","","personal"
"Estudiante","Juan","Pérez","1990-01-01T02:00:00.000Z","juan111.perez@email.com","12385478","11","123456789","2025-05-26T19:25:07.000Z","","alumno"
"Estudiante","Juan","Pérez","1990-01-01T02:00:00.000Z","juan1112.perez@email.com","12345478","9","123456789","2025-05-26T19:24:50.000Z","","alumno"
